Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,104.940002,105.089996,104.209999,104.650002,101.803482,3741200
2017-01-04,105.110001,105.629997,104.790001,104.849998,101.998039,3029700
2017-01-05,104.519997,105.120003,104.190002,104.709999,101.861847,5087200
2017-01-06,104.980003,105.160004,104.120003,104.559998,101.715927,4109700
2017-01-09,104.160004,104.260002,103.250000,103.459999,100.645851,5555600
2017-01-10,103.320000,103.320000,101.750000,101.970001,99.196373,5399200
2017-01-11,101.839996,102.360001,101.410004,101.809998,99.040726,4650300
2017-01-12,101.709999,102.519997,101.580002,101.839996,99.069908,3126000
2017-01-13,101.879997,102.110001,101.220001,101.550003,98.787796,3478600
2017-01-17,101.070000,102.320000,101.059998,102.190002,99.410393,3719300
2017-01-18,102.400002,103.000000,102.320000,102.739998,99.945435,4340400
2017-01-19,102.279999,103.000000,102.169998,102.360001,99.575768,3923100
2017-01-20,102.790001,103.320000,102.440002,103.239998,100.431824,4750800
2017-01-23,102.900002,104.220001,102.830002,104.010002,101.180885,4584800
2017-01-24,104.000000,104.930000,103.779999,104.709999,101.861847,4992300
2017-01-25,104.709999,105.190002,104.540001,104.610001,101.764557,3566100
2017-01-26,104.510002,104.730003,104.070000,104.139999,101.307350,3634600
2017-01-27,104.379997,104.410004,103.430000,103.480003,100.665314,4248200
2017-01-30,103.010002,103.720001,103.000000,103.690002,100.869591,3462600
2017-01-31,103.209999,104.169998,103.209999,103.779999,100.957138,3846600
2017-02-01,103.610001,103.779999,102.980003,103.010002,100.208092,3515600
2017-02-02,103.760002,104.389999,103.290001,104.029999,101.200340,3213700
2017-02-03,104.440002,105.769997,104.059998,105.110001,102.250961,4287100
2017-02-06,105.099998,105.239998,104.529999,104.570000,101.725655,4355200
2017-02-07,104.629997,105.900002,104.629997,105.610001,102.737366,3980400
2017-02-08,105.500000,106.230003,105.250000,105.690002,102.815193,3407100
2017-02-09,105.690002,106.489998,105.019997,105.970001,103.087563,4012400
2017-02-10,105.830002,106.349998,105.589996,106.099998,103.214035,2475500
2017-02-13,106.500000,106.690002,105.879997,106.519997,103.622604,3463700
2017-02-14,106.169998,107.000000,105.669998,106.919998,104.011734,5651000
2017-02-15,105.349998,107.250000,104.769997,106.730003,103.826912,7617200
2017-02-16,107.150002,108.180000,106.320000,108.120003,105.179100,5559900
2017-02-17,107.290001,108.300003,107.209999,108.150002,105.208282,5498400
2017-02-21,108.070000,109.500000,107.949997,109.360001,106.385368,5370700
2017-02-22,109.370003,109.779999,109.169998,109.410004,106.434006,3815300
2017-02-23,109.120003,110.000000,109.120003,109.540001,106.560463,3382700
2017-02-24,109.500000,109.919998,109.330002,109.830002,106.842583,3991800
2017-02-27,109.690002,109.879997,109.230003,109.269997,106.297813,3475100
2017-02-28,109.050003,110.599998,109.050003,110.379997,107.377609,4684700
2017-03-01,109.599998,110.320000,109.169998,109.730003,107.478508,4750700
2017-03-02,109.809998,110.320000,109.430000,110.110001,107.850700,3880800
2017-03-03,110.099998,110.669998,109.650002,110.559998,108.291466,4111300
2017-03-06,109.800003,110.190002,109.430000,109.629997,107.380562,4491000
2017-03-07,109.160004,109.769997,109.000000,109.320000,107.076920,4361100
2017-03-08,109.169998,109.330002,108.470001,109.300003,107.057335,5244500
2017-03-09,109.599998,109.610001,108.910004,109.019997,106.783066,4066900
2017-03-10,109.580002,109.709999,109.279999,109.589996,107.341370,3488900
2017-03-13,109.320000,109.800003,109.029999,109.410004,107.165077,3131200
