Date,Open,High,Low,Close,Adj Close,Volume
11/21/16,185.039993,188.889999,184.410004,184.520004,184.520004,4361000
11/22/16,185.839996,191.470001,183.710007,191.169998,191.169998,5603400
11/23/16,190.610001,195.639999,189,193.139999,193.139999,4885300
11/25/16,193.639999,197.240005,193.639999,196.649994,196.649994,2366100
11/28/16,195.479996,199.350006,194.550003,196.119995,196.119995,4529200
11/29/16,195.559998,196.729996,189.5,189.570007,189.570007,4439300
11/30/16,191,191.889999,187.5,189.399994,189.399994,3547100
12/1/16,188.25,188.529999,181,181.880005,181.880005,5126400
12/2/16,182.880005,184.880005,180,181.470001,181.470001,4042300
12/5/16,182.509995,188.889999,182.509995,186.800003,186.800003,4072200
12/6/16,185.520004,186.580002,182.679993,185.850006,185.850006,3391600
12/7/16,186.149994,193.399994,185,193.149994,193.149994,5461900
12/8/16,192.050003,192.5,189.539993,192.289993,192.289993,3194100
12/9/16,190.869995,193.839996,190.809998,192.179993,192.179993,2722500
12/12/16,192.800003,194.419998,191.179993,192.429993,192.429993,2438900
12/13/16,193.179993,201.279999,193,198.149994,198.149994,6823900
12/14/16,198.740005,203,196.759995,198.690002,198.690002,4150900
12/15/16,198.410004,200.740005,197.389999,197.580002,197.580002,3219600
12/16/16,198.080002,202.589996,197.600006,202.490005,202.490005,3779800
12/19/16,202.490005,204.449997,199.839996,202.729996,202.729996,3488100
12/20/16,203.050003,209,202.5,208.789993,208.789993,4689100
12/21/16,208.449997,212.229996,207.410004,207.699997,207.699997,5207600
12/22/16,208.220001,209.990005,206.5,208.449997,208.449997,3111100
12/23/16,208,213.449997,207.710007,213.339996,213.339996,4662900
12/27/16,214.880005,222.25,214.419998,219.529999,219.529999,5915700
12/28/16,221.529999,223.800003,217.199997,219.740005,219.740005,3782500
12/29/16,218.559998,219.199997,214.119995,214.679993,214.679993,4035900
12/30/16,216.300003,217.5,211.679993,213.690002,213.690002,4642600
1/3/17,214.860001,220.330002,210.960007,216.990005,216.990005,5923300
1/4/17,214.75,228,214.309998,226.990005,226.990005,11213500
